From,measurement.ID,sites.sitename,plot.name,stand.age,citation.ID,variable.name,mean,GROA.measurement.ID,Notes,corrected.in.ForC,for.list,entered.list,double.checked.in.list
GROA,14036,Porce II chronosequence 2,3671,29,Sierra_2012_tcai,organic.layer_OM,5.8,14036,Should use GROA data,0,duplicate of 11611,NA,NA
ForC,14065,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,10,Steininger_2000_sfsa,biomass_ag_OM,48.7,NA,NA,0,NA,1,1
ForC,14066,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,10,Steininger_2000_sfsa,biomass_ag_OM,53.3,NA,same measurement different units,0,duplicate of 3452,1,1
GROA,3452,Surutu,2684,10,Steininger_2000_sfsa,biomass_ag_OM,5.4,3452,same measurement different units,0,duplicate of 14066,1,1
ForC,14068,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,75.4,NA,same measurement different units,0,duplicate of 3453,1,1
ForC,14069,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,117.3,NA,NA,0,NA,1,1
ForC,14070,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,124.9,NA,NA,0,NA,1,1
GROA,3453,Surutu,2685,15,Steininger_2000_sfsa,biomass_ag_OM,7.7,3453,same measurement different units,0,duplicate of 14068,1,1
ForC,14071,Surutu,Forest recovery following slash and burn agriculture.20y,20,Steininger_2000_sfsa,biomass_ag_OM,84.5,NA,same measurement different units,0,duplicate of 3454,1,1
GROA,3454,Surutu,2686,20,Steininger_2000_sfsa,biomass_ag_OM,8.5,3454,same measurement different units,0,duplicate of 14071,1,1
ForC,14073,Surutu,Forest recovery following slash and burn agriculture.4y,4,Steininger_2000_sfsa,biomass_ag_OM,23.6,NA,same measurement different units,0,duplicate of 3455,1,1
GROA,3455,Surutu,2687,4,Steininger_2000_sfsa,biomass_ag_OM,2.3,3455,same measurement different units,0,duplicate of 14073,1,1
ForC,14065,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,10,Steininger_2000_sfsa,biomass_ag_OM,48.7,NA,same measurement different units,0,duplicate of 3456,1,1
ForC,14066,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,10,Steininger_2000_sfsa,biomass_ag_OM,53.3,NA,NA,0,NA,1,1
GROA,3456,Surutu,2688,10,Steininger_2000_sfsa,biomass_ag_OM,5,3456,same measurement different units,0,duplicate of 14065,1,1
ForC,14067,Surutu,Forest recovery following slash and burn agriculture.12y,12,Steininger_2000_sfsa,biomass_ag_OM,53.3,NA,same measurement different units,0,duplicate of 3457,1,1
GROA,3457,Surutu,2689,12,Steininger_2000_sfsa,biomass_ag_OM,5.5,3457,same measurement different units,0,duplicate of 14067,1,1
ForC,14072,Surutu,Forest recovery following slash and burn agriculture.25y,25,Steininger_2000_sfsa,biomass_ag_OM,132.5,NA,same measurement different units,0,duplicate of 3458,1,1
GROA,3458,Surutu,2690,25,Steininger_2000_sfsa,biomass_ag_OM,13.4,3458,same measurement different units,0,duplicate of 14072,1,1
ForC,14068,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,75.4,NA,NA,0,NA,1,1
ForC,14069,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,117.3,NA,same measurement different units,0,duplicate of 3459,1,1
ForC,14070,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,124.9,NA,NA,0,NA,1,1
GROA,3459,Surutu,2691,15,Steininger_2000_sfsa,biomass_ag_OM,11.8,3459,same measurement different units,0,duplicate of 14069,1,1
ForC,14074,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,5,Steininger_2000_sfsa,biomass_ag_OM,31.2,NA,same measurement different units,0,duplicate of 3460,1,1
ForC,14075,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,5,Steininger_2000_sfsa,biomass_ag_OM,44.9,NA,NA,0,NA,1,1
GROA,3460,Surutu,2692,5,Steininger_2000_sfsa,biomass_ag_OM,3.1,3460,same measurement different units,0,duplicate of 14074,1,1
ForC,14076,Surutu,Forest recovery following slash and burn agriculture.6y,6,Steininger_2000_sfsa,biomass_ag_OM,26.6,NA,same measurement different units,0,duplicate 3461,1,1
GROA,3461,Surutu,2693,6,Steininger_2000_sfsa,biomass_ag_OM,2.8,3461,same measurement different units,0,duplicate of 14076,1,1
ForC,14077,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,8,Steininger_2000_sfsa,biomass_ag_OM,28.2,NA,same measurement different units,0,duplicate of 3462,1,1
ForC,14078,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,8,Steininger_2000_sfsa,biomass_ag_OM,32,NA,NA,0,NA,1,1
GROA,3462,Surutu,2694,8,Steininger_2000_sfsa,biomass_ag_OM,3,3462,same measurement different units,0,duplicate of 14077,1,1
ForC,14077,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,8,Steininger_2000_sfsa,biomass_ag_OM,28.2,NA,NA,0,NA,1,1
ForC,14078,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,8,Steininger_2000_sfsa,biomass_ag_OM,32,NA,same measurement different units,0,duplicate of 3463,1,1
GROA,3463,Surutu,2695,8,Steininger_2000_sfsa,biomass_ag_OM,3.3,3463,same measurement different units,0,duplicate of 14078,1,1
ForC,14068,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,75.4,NA,NA,0,NA,1,1
ForC,14069,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,117.3,NA,NA,0,NA,1,1
ForC,14070,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,15,Steininger_2000_sfsa,biomass_ag_OM,124.9,NA,same measurement different units,0,duplicate of 3464,1,1
GROA,3464,Surutu,2696,15,Steininger_2000_sfsa,biomass_ag_OM,12.5,3464,same measurement different units,0,duplicate of 14070,1,1
ForC,14074,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,5,Steininger_2000_sfsa,biomass_ag_OM,31.2,NA,NA,0,NA,1,1
ForC,14075,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,5,Steininger_2000_sfsa,biomass_ag_OM,44.9,NA,same measurement different units,0,duplicate of 3465,1,1
GROA,3465,Surutu,2697,5,Steininger_2000_sfsa,biomass_ag_OM,4.7,3465,same measurement different units,0,duplicate of 14075,1,1
ForC,19886,Porce II chronosequence 2,Forest recovery following agricultural abandonment.19y,19,Sierra_2012_tcai,organic.layer_OM,5.5,NA,Removed from ForC,1,NA,NA,NA
ForC,19887,Porce II chronosequence 2,Forest recovery following agricultural abandonment.19y,19,Sierra_2012_tcai,organic.layer_OM,5.6,NA,Removed from ForC,1,NA,NA,NA
ForC,19888,Porce II chronosequence 2,Forest recovery following agricultural abandonment.19y,19,Sierra_2012_tcai,organic.layer_OM,5.9,NA,Removed from ForC,1,NA,NA,NA
GROA,5369,Porce II chronosequence 2,3662,19,Sierra_2012_tcai,organic.layer_OM,10.4,5369,5369,0,duplicate of 11611,NA,NA
