"","measurement.id","plot.id","site.id","study.id","citations.title","sites.sitename","refor.type","species","prior","prior.duration","stand.age","date","n","sub_n","plot.size","variables.name","mean_ha","covar_1","coV1_value","covar_2","coV2_value","covar_3","coV3_value","density","sand.silt.clay","pH","allometry","measurements.notes","X"
"6396",7179,6660,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Castanopsis fordii Hance","","",40,NA,15,NA,0.01,"belowground_biomass",0.2,"",NA,"",NA,"","",60,"",NA,"site-specific-harvest","",NA
"6397",7194,6668,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",30,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",104.61,"min_dbh",2,"",NA,"","",405,"",NA,"site-specific-harvest","",NA
"6398",7196,6669,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",40,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",122.87,"min_dbh",2,"",NA,"","",405,"",NA,"site-specific-harvest","",NA
"6399",7200,6671,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",40,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",224.2,"min_dbh",2,"",NA,"","",735,"",NA,"site-specific-harvest","",NA
"6400",7202,6672,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",50,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",236.21,"min_dbh",2,"",NA,"","",540,"",NA,"site-specific-harvest","",NA
"6401",7195,6668,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",30,NA,15,NA,0.01,"belowground_biomass",20.91,"",NA,"",NA,"","",405,"",NA,"site-specific-harvest","",NA
"6402",7197,6669,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",40,NA,15,NA,0.01,"belowground_biomass",23.4,"",NA,"",NA,"","",405,"",NA,"site-specific-harvest","",NA
"6403",7201,6671,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",40,NA,15,NA,0.01,"belowground_biomass",42.64,"",NA,"",NA,"","",735,"",NA,"site-specific-harvest","",NA
"6404",7203,6672,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cunninghamia lanceolata","","",50,NA,15,NA,0.01,"belowground_biomass",40.6,"",NA,"",NA,"","",540,"",NA,"site-specific-harvest","",NA
"6405",7198,6670,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cyclobalanopsis glauca","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",131.99,"min_dbh",2,"",NA,"","",1205,"",NA,"site-specific-harvest","",NA
"6406",7199,6670,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cyclobalanopsis glauca","","",20,NA,15,NA,0.01,"belowground_biomass",26.31,"",NA,"",NA,"","",1205,"",NA,"site-specific-harvest","",NA
"6407",7182,6662,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cyclobalanopsis glauca, Castanopsis fargesii","","",40,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",8.11,"min_dbh",2,"",NA,"","",150,"",NA,"site-specific-harvest","",NA
"6408",7183,6662,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Cyclobalanopsis glauca, Castanopsis fargesii","","",40,NA,15,NA,0.01,"belowground_biomass",1.85,"",NA,"",NA,"","",150,"",NA,"site-specific-harvest","",NA
"6409",7188,6665,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Engelhardtia fenzlii","","",45,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",20.61,"min_dbh",2,"",NA,"","",225,"",NA,"site-specific-harvest","",NA
"6410",7189,6665,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Engelhardtia fenzlii","","",45,NA,15,NA,0.01,"belowground_biomass",4.22,"",NA,"",NA,"","",225,"",NA,"site-specific-harvest","",NA
"6411",7180,6661,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens","","",6,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",6.11,"min_dbh",2,"",NA,"","",375,"",NA,"site-specific-harvest","",NA
"6412",7184,6663,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens","","",6,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",12.55,"min_dbh",2,"",NA,"","",795,"",NA,"site-specific-harvest","",NA
"6413",7186,6664,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens","","",6,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",20.01,"min_dbh",2,"",NA,"","",930,"",NA,"site-specific-harvest","",NA
"6414",7181,6661,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens","","",6,NA,15,NA,0.01,"belowground_biomass",1.68,"",NA,"",NA,"","",375,"",NA,"site-specific-harvest","",NA
"6415",7185,6663,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens","","",6,NA,15,NA,0.01,"belowground_biomass",3.44,"",NA,"",NA,"","",795,"",NA,"site-specific-harvest","",NA
"6416",7187,6664,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens","","",6,NA,15,NA,0.01,"belowground_biomass",5.49,"",NA,"",NA,"","",930,"",NA,"site-specific-harvest","",NA
"6417",7190,6666,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Pinus massoniana","","",40,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",56.33,"min_dbh",2,"",NA,"","",105,"",NA,"site-specific-harvest","",NA
"6418",7191,6666,4139,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangkeng Fujian ","SNR","Pinus massoniana","","",40,NA,15,NA,0.01,"belowground_biomass",16.62,"",NA,"",NA,"","",105,"",NA,"site-specific-harvest","",NA
"6419",7204,4814,4140,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangping Guizhou ","SNR","Quercus spp.","","",41,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",206.04,"min_dbh",2,"",NA,"","",3516,"",NA,"site-specific-harvest","",NA
"6420",7205,4814,4140,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangping Guizhou ","SNR","Quercus spp.","","",41,NA,15,NA,0.01,"belowground_biomass",34.19,"",NA,"",NA,"","",3516,"",NA,"site-specific-harvest","",NA
"6421",7206,4831,4141,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangping Guizhou 1","SNR","Pinus massoniana","","",23,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",82.93,"min_dbh",2,"",NA,"","",747,"",NA,"site-specific-harvest","",NA
"6422",7207,4831,4141,11419,"Productivity as related to diversity and age in planted versus natural forests","Huangping Guizhou 1","SNR","Pinus massoniana","","",23,NA,15,NA,0.01,"belowground_biomass",9.18,"",NA,"",NA,"","",747,"",NA,"site-specific-harvest","",NA
"6423",7208,4160,4142,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan ","SNR","Pinus yunnanensis Franch.","","",18,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",39.04,"min_dbh",2,"",NA,"","",1653,"",NA,"site-specific-harvest","",NA
"6424",7210,4161,4142,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan ","SNR","Pinus yunnanensis Franch.","","",30,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",46.68,"min_dbh",2,"",NA,"","",1263,"",NA,"site-specific-harvest","",NA
"6425",7209,4160,4142,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan ","SNR","Pinus yunnanensis Franch.","","",18,NA,15,NA,0.01,"belowground_biomass",7.4,"",NA,"",NA,"","",1653,"",NA,"site-specific-harvest","",NA
"6426",7211,4161,4142,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan ","SNR","Pinus yunnanensis Franch.","","",30,NA,15,NA,0.01,"belowground_biomass",8.03,"",NA,"",NA,"","",1263,"",NA,"site-specific-harvest","",NA
"6427",7212,4162,4143,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 1","SNR","Pinus yunnanensis Franch.","","",50,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",58.71,"min_dbh",2,"",NA,"","",857,"",NA,"site-specific-harvest","",NA
"6428",7213,4162,4143,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 1","SNR","Pinus yunnanensis Franch.","","",50,NA,15,NA,0.01,"belowground_biomass",8.75,"",NA,"",NA,"","",857,"",NA,"site-specific-harvest","",NA
"6429",7214,4164,4144,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 2","SNR","Quercus spp.","","",85,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",110.23,"min_dbh",2,"",NA,"","",578,"",NA,"site-specific-harvest","",NA
"6430",7215,4164,4144,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 2","SNR","Quercus spp.","","",85,NA,15,NA,0.01,"belowground_biomass",33.25,"",NA,"",NA,"","",578,"",NA,"site-specific-harvest","",NA
"6431",7216,4165,4145,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 3","SNR","Quercus spp.","","",85,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",183.41,"min_dbh",2,"",NA,"","",1586,"",NA,"site-specific-harvest","",NA
"6432",7217,4165,4145,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 3","SNR","Quercus spp.","","",85,NA,15,NA,0.01,"belowground_biomass",53.68,"",NA,"",NA,"","",1586,"",NA,"site-specific-harvest","",NA
"6433",7218,4166,4146,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 4","SNR","Pinus yunnanensis Franch.","","",50,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",100.25,"min_dbh",2,"",NA,"","",632,"",NA,"site-specific-harvest","",NA
"6434",7219,4166,4146,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 4","SNR","Pinus yunnanensis Franch.","","",50,NA,15,NA,0.01,"belowground_biomass",12.12,"",NA,"",NA,"","",632,"",NA,"site-specific-harvest","",NA
"6435",7220,4167,4147,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 5","SNR","Pinus yunnanensis Franch.","","",60,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",234.12,"min_dbh",2,"",NA,"","",392,"",NA,"site-specific-harvest","",NA
"6436",7221,4167,4147,11419,"Productivity as related to diversity and age in planted versus natural forests","Huaping Yunnan 5","SNR","Pinus yunnanensis Franch.","","",60,NA,15,NA,0.01,"belowground_biomass",19.97,"",NA,"",NA,"","",392,"",NA,"site-specific-harvest","",NA
"6437",7222,6956,4148,11419,"Productivity as related to diversity and age in planted versus natural forests","Huijiang Jilin ","SNR","Fraxinus mandshurica, Juglans mandshurica","","",30,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",65.23,"min_dbh",2,"",NA,"","",1030,"",NA,"site-specific-harvest","",NA
"6438",7223,6956,4148,11419,"Productivity as related to diversity and age in planted versus natural forests","Huijiang Jilin ","SNR","Fraxinus mandshurica, Juglans mandshurica","","",30,NA,15,NA,0.01,"belowground_biomass",19.97,"",NA,"",NA,"","",1030,"",NA,"site-specific-harvest","",NA
"6439",7224,4704,4149,11419,"Productivity as related to diversity and age in planted versus natural forests","Huishui Guizhou ","SNR","Castanopsis fargesii Franch.","","",40,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",125.76,"min_dbh",2,"",NA,"","",963,"",NA,"site-specific-harvest","",NA
"6440",7225,4704,4149,11419,"Productivity as related to diversity and age in planted versus natural forests","Huishui Guizhou ","SNR","Castanopsis fargesii Franch.","","",40,NA,15,NA,0.01,"belowground_biomass",34.53,"",NA,"",NA,"","",963,"",NA,"site-specific-harvest","",NA
"6441",7226,4711,4150,11419,"Productivity as related to diversity and age in planted versus natural forests","Huishui Guizhou 1","SNR","Pinus massoniana","","",22,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",56.75,"min_dbh",2,"",NA,"","",2464,"",NA,"site-specific-harvest","",NA
"6442",7227,4711,4150,11419,"Productivity as related to diversity and age in planted versus natural forests","Huishui Guizhou 1","SNR","Pinus massoniana","","",22,NA,15,NA,0.01,"belowground_biomass",8.69,"",NA,"",NA,"","",2464,"",NA,"site-specific-harvest","",NA
"6443",7228,4712,4151,11419,"Productivity as related to diversity and age in planted versus natural forests","Huishui Guizhou 2","SNR","Pinus massoniana","","",46,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",171.8,"min_dbh",2,"",NA,"","",795,"",NA,"site-specific-harvest","",NA
"6444",7229,4712,4151,11419,"Productivity as related to diversity and age in planted versus natural forests","Huishui Guizhou 2","SNR","Pinus massoniana","","",46,NA,15,NA,0.01,"belowground_biomass",16.83,"",NA,"",NA,"","",795,"",NA,"site-specific-harvest","",NA
"6445",7230,5127,4152,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan ","SNR","Cunninghamia lanceolata","","",23,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",44.81,"min_dbh",2,"",NA,"","",1715,"",NA,"site-specific-harvest","",NA
"6446",7231,5127,4152,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan ","SNR","Cunninghamia lanceolata","","",23,NA,15,NA,0.01,"belowground_biomass",8.59,"",NA,"",NA,"","",1715,"",NA,"site-specific-harvest","",NA
"6447",7234,5139,4153,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan 1","SNR","Cunninghamia lanceolata","","",28,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",107.71,"min_dbh",2,"",NA,"","",2100,"",NA,"site-specific-harvest","",NA
"6448",7235,5139,4153,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan 1","SNR","Cunninghamia lanceolata","","",28,NA,15,NA,0.01,"belowground_biomass",19.6,"",NA,"",NA,"","",2100,"",NA,"site-specific-harvest","",NA
"6449",7232,5138,4153,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan 1","SNR","Pinus massoniana","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",83,"min_dbh",2,"",NA,"","",1750,"",NA,"site-specific-harvest","",NA
"6450",7233,5138,4153,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan 1","SNR","Pinus massoniana","","",20,NA,15,NA,0.01,"belowground_biomass",17.04,"",NA,"",NA,"","",1750,"",NA,"site-specific-harvest","",NA
"6451",7236,5201,4154,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan 2","SNR","Cunninghamia lanceolata","","",24,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",39.35,"min_dbh",2,"",NA,"","",1067,"",NA,"site-specific-harvest","",NA
"6452",7237,5201,4154,11419,"Productivity as related to diversity and age in planted versus natural forests","Huitong Hunan 2","SNR","Cunninghamia lanceolata","","",24,NA,15,NA,0.01,"belowground_biomass",7.34,"",NA,"",NA,"","",1067,"",NA,"site-specific-harvest","",NA
"6453",7238,6295,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",13,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",15.29,"min_dbh",2,"",NA,"","",1080,"",NA,"site-specific-harvest","",NA
"6454",7240,6296,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",13,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",16.21,"min_dbh",2,"",NA,"","",1230,"",NA,"site-specific-harvest","",NA
"6455",7242,6297,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",13,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",18.08,"min_dbh",2,"",NA,"","",1140,"",NA,"site-specific-harvest","",NA
"6456",7244,6298,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",14,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",24.18,"min_dbh",2,"",NA,"","",1275,"",NA,"site-specific-harvest","",NA
"6457",7246,6299,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",14,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",24.21,"min_dbh",2,"",NA,"","",1605,"",NA,"site-specific-harvest","",NA
"6458",7239,6295,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",13,NA,15,NA,0.01,"belowground_biomass",1.97,"",NA,"",NA,"","",1080,"",NA,"site-specific-harvest","",NA
"6459",7241,6296,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",13,NA,15,NA,0.01,"belowground_biomass",2.07,"",NA,"",NA,"","",1230,"",NA,"site-specific-harvest","",NA
"6460",7243,6297,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",13,NA,15,NA,0.01,"belowground_biomass",2.35,"",NA,"",NA,"","",1140,"",NA,"site-specific-harvest","",NA
"6461",7245,6298,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",14,NA,15,NA,0.01,"belowground_biomass",3.18,"",NA,"",NA,"","",1275,"",NA,"site-specific-harvest","",NA
"6462",7247,6299,4155,11419,"Productivity as related to diversity and age in planted versus natural forests","Huiyang Guangdong ","SNR","Pinus massoniana","","",14,NA,15,NA,0.01,"belowground_biomass",3.13,"",NA,"",NA,"","",1605,"",NA,"site-specific-harvest","",NA
"6463",7248,6957,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",0.04,"min_dbh",2,"",NA,"","",4,"",NA,"site-specific-harvest","",NA
"6464",7254,6960,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",0.08,"min_dbh",2,"",NA,"","",10,"",NA,"site-specific-harvest","",NA
"6465",7268,6967,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",45,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",0.56,"min_dbh",2,"",NA,"","",5,"",NA,"site-specific-harvest","",NA
"6466",7272,6969,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",37,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",0.62,"min_dbh",2,"",NA,"","",15,"",NA,"site-specific-harvest","",NA
"6467",7298,6982,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",40,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",2.32,"min_dbh",2,"",NA,"","",44,"",NA,"site-specific-harvest","",NA
"6468",7320,6993,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",28,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",3.74,"min_dbh",2,"",NA,"","",48,"",NA,"site-specific-harvest","",NA
"6469",7328,6997,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",50,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",4.86,"min_dbh",2,"",NA,"","",101,"",NA,"site-specific-harvest","",NA
"6470",7352,7009,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",52,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",6.44,"min_dbh",2,"",NA,"","",55,"",NA,"site-specific-harvest","",NA
"6471",7388,7027,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",58,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",11.34,"min_dbh",2,"",NA,"","",222,"",NA,"site-specific-harvest","",NA
"6472",7249,6957,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",20,NA,15,NA,0.01,"belowground_biomass",0.01,"",NA,"",NA,"","",4,"",NA,"site-specific-harvest","",NA
"6473",7255,6960,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",20,NA,15,NA,0.01,"belowground_biomass",0.03,"",NA,"",NA,"","",10,"",NA,"site-specific-harvest","",NA
"6474",7269,6967,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",45,NA,15,NA,0.01,"belowground_biomass",0.19,"",NA,"",NA,"","",5,"",NA,"site-specific-harvest","",NA
"6475",7273,6969,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",37,NA,15,NA,0.01,"belowground_biomass",0.21,"",NA,"",NA,"","",15,"",NA,"site-specific-harvest","",NA
"6476",7299,6982,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",40,NA,15,NA,0.01,"belowground_biomass",0.79,"",NA,"",NA,"","",44,"",NA,"site-specific-harvest","",NA
"6477",7321,6993,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",28,NA,15,NA,0.01,"belowground_biomass",1.26,"",NA,"",NA,"","",48,"",NA,"site-specific-harvest","",NA
"6478",7329,6997,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",50,NA,15,NA,0.01,"belowground_biomass",1.66,"",NA,"",NA,"","",101,"",NA,"site-specific-harvest","",NA
"6479",7353,7009,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",52,NA,15,NA,0.01,"belowground_biomass",2.15,"",NA,"",NA,"","",55,"",NA,"site-specific-harvest","",NA
"6480",7389,7027,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula dahurica Pall.","","",58,NA,15,NA,0.01,"belowground_biomass",3.87,"",NA,"",NA,"","",222,"",NA,"site-specific-harvest","",NA
"6481",7276,6971,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",25,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",0.69,"min_dbh",2,"",NA,"","",35,"",NA,"site-specific-harvest","",NA
"6482",7280,6973,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",30,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",0.86,"min_dbh",2,"",NA,"","",52,"",NA,"site-specific-harvest","",NA
"6483",7286,6976,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",15,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",1.5,"min_dbh",2,"",NA,"","",110,"",NA,"site-specific-harvest","",NA
"6484",7288,6977,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",1.56,"min_dbh",2,"",NA,"","",90,"",NA,"site-specific-harvest","",NA
"6485",7308,6987,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",35,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",2.79,"min_dbh",2,"",NA,"","",157,"",NA,"site-specific-harvest","",NA
"6486",7332,6999,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",5.06,"min_dbh",2,"",NA,"","",380,"",NA,"site-specific-harvest","",NA
"6487",7340,7003,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",5.47,"min_dbh",2,"",NA,"","",300,"",NA,"site-specific-harvest","",NA
"6488",7342,7004,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",50,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",5.92,"min_dbh",2,"",NA,"","",70,"",NA,"site-specific-harvest","",NA
"6489",7358,7012,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",50,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",6.73,"min_dbh",2,"",NA,"","",167,"",NA,"site-specific-harvest","",NA
"6490",7362,7014,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",40,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",7.14,"min_dbh",2,"",NA,"","",225,"",NA,"site-specific-harvest","",NA
"6491",7364,7015,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",20,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",7.6,"min_dbh",2,"",NA,"","",393,"",NA,"site-specific-harvest","",NA
"6492",7366,7016,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",95,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",7.87,"min_dbh",2,"",NA,"","",24,"",NA,"site-specific-harvest","",NA
"6493",7376,7021,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",45,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",9.88,"min_dbh",2,"",NA,"","",157,"",NA,"site-specific-harvest","",NA
"6494",7378,7022,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",62,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",9.91,"min_dbh",2,"",NA,"","",37,"",NA,"site-specific-harvest","",NA
"6495",7398,7032,4156,11419,"Productivity as related to diversity and age in planted versus natural forests","Huma Heilongjiang ","SNR","Betula platyphylla Suk.","","",28,NA,15,NA,0.01,"aboveground_biomass + understory_biomass",12.62,"min_dbh",2,"",NA,"","",271,"",NA,"site-specific-harvest","",NA
